job_title,job_title_found,company,location,sources,jobkeys,dates,description,department_name,department_code,rome_code
responsable de secteur,Responsables de secteur,Groupe IZIMMO,"null, null, FR",Groupe IZIMMO,c5dc0d0e2c4f,2020-07-01,"Mission   Au sein de notre marque « La Référence Pierre », vous êtes chargé(e) de commercialiser les produits de la société.  Vous animez, accompagnez et développez le réseau de gestionnaires patrimoniaux indépendants et des conseillers en assurances de votre région.  Vous réalisez des bilans de votre activité auprès de votre direction des ventes.     Profil   Parfaite maîtrise de la fiscalité immobilière, des simulateurs (Top Invest), de la procédure interne  Organisation  Capacités commerciales et marketing  Rigueur et disponibilité        ",Creuse,23,D1509
responsable de secteur,RESPONSABLE DE SECTEUR H/F,ONET,"null, Bourgogne-Franche-Comté, FR",ONET,540fcec5fcde,2020-06-30,"Description du poste<p>ONET, des énergies et des ressources pour vous accompagner dans un monde plus sain et plus fiable. » ONET fédère autour des valeurs « respect, écoute, audace », plus de 72 000 collaborateurs en France et à l’international. Notre positionnement innovant, allié à notre culture d’entreprise et notre esprit d’équipe nous vaut d’être les référents sur chacun de nos métiers.</p><p>Rattaché(e) au Directeur d’agence, vous serez responsable d'un portefeuille de clients pour nos prestations de nettoyage et de multiservices.</p><p>A ce titre, vous mènerez les missions suivantes :</p><li> Management : animation des équipes et secteurs placés sous votre responsabilité, étant garant de la pérennité du climat social</li><li>Technique : Organisation et gestion du chantier (personnel, matériel, produits, horaires de travail) dans le souci du respect des cahiers des charges</li><li>Commercial : Contact permanent avec le client pour assurer sa satisfaction, promotion et réalisation de devis de travaux supplémentaires et exceptionnels</li><li>Gestion / Administration : Analyse et synthèse des bilans de chantier avec le Directeur d’Agence</li><li>Gestion ressources humaines : Gestion du processus de recrutement, de l’administration du personnel et de la formation des agents, contrôle et gérance des pointages</li><li>Hygiène / sécurité : Participation à l’établissement des plans de prévention, suivi des habilitations, respect des procédures</li><p><p><b> Profil</b></p></p> <p>Issu(e) d'une formation de type Bac +2, vous justifiez d'une expérience probante en gestion, supervision de chantiers et encadrement d'équipes. Idéalement une connaissance de l’environnement médical. Vous êtes reconnu(e) pour vos qualités relationnelles, votre sens du travail en équipe et votre sens des responsabilités et du résultat. Vos capacités prendre des décisions vous permettront de réussir ce poste.</p><p><p><b> Type de contrat</b></p></p><p>Durée indéterminée</p><p><p><b> Statut du poste</b></p></p><p>Maitrise</p><p><p><b> Rémunération Affichée</b></p></p><p>27k€</p>",Doubs,25,D1509
responsable de secteur,Responsable Commercial secteur Matériel de Manutention H/F – Dijon (21) ou Besançon (25),Kuribay,"Besançon, Bourgogne-Franche-Comté, FR",Kuribay,c07449649dc3,2020-07-01,"<p><p><b>Entreprise</b></p></p><p><b>STILL</b>, filiale du groupe KION, est l’un des principaux fournisseurs d’équipements de manutention et de levage dans le monde, associant innovation, qualité et fiabilité dans toutes ses gammes de produits et services.</p><p>Afin de porter toujours plus haut la satisfaction de ses clients, qu’ils soient dans l’industrie, le transport, la logistique ou la grande distribution, l’entreprise mobilise l’énergie et l’enthousiasme de ses 9500 collaborateurs en Europe.</p><p>Fournisseur de solutions globales (matériels neufs et d’occasion, financements et location longue durée, services…), nous souhaitons renforcer nos performances commerciales, et recherchons pour cela un(e)</p> <p><b>RESPONSABLE COMMERCIAL(E) SECTEUR </b><b>Matériel de Manutention </b><b>(h/f)</b></p><p>Secteur Côte d’Or (21) et Doubs (25)</p><p><p><b>Poste</b></p></p><p>Rattaché(e) à la Direction Régionale Est, responsable de votre secteur géographique, vous commercialisez l’intégralité de l’offre STILL (équipements neufs ou d’occasion, locations courte et longue durées, SAV et toute une gamme de services associés, accessoires et rayonnages) auprès d’une clientèle de professionnels que vous devez fidéliser.</p><p>Vous analysez le potentiel de votre marché ; vous proposez et mettez en œuvre les plans d’actions nécessaires au développement des volumes et des marges chez vos clients et prospects.</p><p>Vous rédigez, présentez, négociez et finalisez des offres commerciales complexes dans un environnement fortement concurrentiel, demandant de savoir faire la différence.</p><p>Bénéficiant de tous les moyens nécessaires (CRM, ERP, solide formation interne), vous travaillez en interaction avec l’ensemble des services de la direction régionale. Vous effectuez un reporting régulier de votre activité.</p><p><p><b>Profil</b></p></p><p>De formation supérieure commerciale ou technique, vous avez déjà démontré vos talents au cours d’une expérience probante dans la vente de produits techniques (matériel roulant, équipement industriel, outillages et fournitures, bureautique…), de services ou de solutions globales en B to B.</p><p>Avec de bonnes capacités de prospection mais aussi de conseil et de fidélisation, un sens aigu du service, un dynamisme naturel et le goût pour le challenge, vous disposez de tous les atouts pour réussir.</p><p>Parce qu’elle compte sur vous, l’entreprise vous propose un mode de rémunération attractif (fixe x 13 + variable avec un minimum garanti pendant 12 mois) ainsi qu’un véhicule de fonction.</p><p>Rejoindre STILL, c’est l’opportunité d’évoluer au sein d’un environnement stimulant où professionnalisme et rigueur riment avec convivialité, et de bénéficier de tous les moyens pour s’épanouir. Consultez le , et vous serez convaincu !</p></div>",Doubs,25,D1509
responsable de secteur,Responsable de Secteur,Groupama,"Doubs, Franche-Comté, FR",Groupama-fr,d0ba21908317,2020-07-06,"Description de la missionReplaçons le contexte !Groupama Grand Est est l'une des 9 caisses régionales du groupe Groupama :Notre rayonnement : Nous sommes répartis sur 12 départements, de la Franche-Comté à l'Alsace et la Lorraine en passant par la Côte-D'Or et la Haute-Marne.Notre équipe de choc : 1500 collaborateurs et 4500 élus mutualistes au plus proche de nos 400 000 sociétaires !Notre réussite : Nous sommes aujourd'hui la première caisse régionale de France avec plus de 90% de clients satisfaits, du jamais vu ! Notre mission Côté sociétaire : Leur satisfaction !- Offrir une qualité de service inégalable/unique grâce à notre proximité géographique et humaine.- Être à l'écoute et conseiller nos sociétaires de manière continue, dans le respect et la bienveillance.- Assurer un accompagnement et un suivi réactif et efficace.En bref, à Groupama Grand Est il y a de quoi s'épanouir !Côté candidat : Votre épanouissement !- Proposer à nos collaborateurs différentes perspectives d'évolution avec un accompagnement personnalisé grâce à votre manager et RH de proximité- Offrir un environnement de travail serein et adapté à votre poste- Un parcours de formation adapté à votre besoinEn résumé : Nous vous attendons pour nous accompagner dans notre croissance, contribuer à la réussite de notre entreprise et enrichir nos équipes passionnées et talentueuses.Description du posteNous recherchons le futur manager de notre équipe terrain !Votre rôle est de coacher votre équipe et de les accompagner tout en leur apportant sens et implication au quotidien !Votre mission- Manager, accompagner et animer vos équipes de conseillers commerciaux multi-marchés- Élaborer et suivre les plans d'actions commerciales de votre secteur- Participer de manière active à la vie de l'Entreprise et du réseau institutionnel- Être garant des objectifs fixés à votre secteur- Appliquer les processus et la politique de l'entreprise afin d'assurer la qualité de nos prestations clients ProfilLe candidat idéal sera…- Fort d'une expérience dans le domaine du management commercial- Soucieux de développer les compétences de son équipe- Doté d'un excellente sens relationnel et rédactionnel, avec des qualités d'écoute exceptionnelles- Ambitieux et ultra-dynamique- Autonome, rigoureux et organisé- Doté d'une grande pédagogie et capable de fédérer ses équipes- Un négociateur néNous sommes votre employeur idéal si vous aimez…- Le management de proximité, horizontal et responsabilisant- L'autonomie, les prises d'initiatives et les challenges- L'idée de faire partie d'une aventure palpitante, et qui dure !Bon à savoir ! Chez Groupama Grand Est, nous avons…- La meilleure mutuelle du monde : La nôtre ! - Un restaurant d'entreprise et une participation de l'employeur- Des tickets restaurant - Les frais de transports pris en charge à 50%- Des lieux de pause conviviaux - Un plan d'épargne entreprise avantageux- Une école de formation interneCela vous correspond ? Cela vous tente ? Alors postulez dès maintenant et donnez le meilleur de vous-même ! Profil principalCommercial - Management commercial",Doubs,25,D1509
responsable de secteur,Alternant – Responsable de secteur F/H,Elior France,"null, Bourgogne-Franche-Comté, FR",Elior France,2bb16bf53b66,2020-07-06,"Description Envie de goûter à de nouvelles saveurs ? De rejoindre une entreprise en fort développement et qui saura reconnaître votre potentiel ? N'attendez plus, rejoignez-nous !Au sein d'une équipe et sous la responsabilité du directeur de restaurant, vous participez à la fabrication des mets froids tout en appliquant les règles d'hygiène et de sécurité. Vous êtes également susceptible de :- participer à la mise en place du service, au service en self et à son approvisionnement;- tenir la caisse;- assurer le nettoyage;- appliquer les procédures de l'entreprise;- accueillir le convive et le conseiller dans ses choix. Profile Vous aimez le travail en équipe et avez un bon relationnel.Votre polyvalence et votre sens du service au client seront grandement appréciés. Benefits Repas sur place 13ème moisAvantages CSE Mutuelle Elior Enseignement Elior, filiale d'Elior Group, est n°1 en restauration collective en France. Depuis plus de 25 ans, nous anticipons les évolutions de notre métier, en devançant les attentes et les besoins des enfants, élèves, étudiants, travailleurs, patients et résidents… Au menu plus d'information, de qualité, de proximité, de choix, de flexibilité, de durabilité…Convaincus que la satisfaction de nos convives est le fruit de l'engagement de nos collaborateurs à toujours faire mieux, nous aurons à cœur de vous porter une attention particulière et d'être à l'écoute de vos ambitions, à chaque étape de votre carrière.Comme nos 24 500 collaborateurs, venez exprimer votre passion du service et du « faire plaisir » dans une entreprise qui vous donne tous les moyens d'évoluer et de réussir !",Doubs,25,D1509
responsable de secteur,Responsable de Secteur Franche Comté (H/F),Fed Business,"null, Bourgogne-Franche-Comté, FR",Fed Business,ce4b29e10c89,2020-07-05,"MissionRattaché au Directeur Commercial, les missions sont les suivantes:- Développer le secteur par la prise de part de marché et l'acquisition de nouveaux clients sur le segment de l'emballage lourd, industriel et de grand format- Identifier les potentiels business encore non travaillés sur la Bourgogne, Franche Comté- Etre le lien entre l'ADV, les service Recherche et Développement et les équipes de production afin d'assurer un taux de service client optimal- Impulser les plans de progrès nécessaires sur son portefeuille- Promouvoir l'intégralité de l'offre spécifique de l'entreprise sur le secteur- Assurer le reporting requis sur son activité- Proposer et argumenter un budget pour les prochains exercice Profil Titulaire d'un diplôme BAC+2 minimum, vous possédez une expérience de 6 ans minimum dans l'univers industriel techinque.Vous disposez d'une aisance technique et êtes attachés aux process, notamment sur la partie reporting.La maîtrise de l'anglais est nécessaire. Recevoir l’annonce par email Postuler à cette offre",Doubs,25,D1509
responsable de secteur,Responsable de secteur de production H/F,LDC,"Vriange, Franche-Comté, FR",LDC,f06e44c84dd9,2020-07-01,"<li> Niveau d’études :<b>Master, DESS, DEA, Bac+5</b> </li> <p><p><b>Responsable d'un secteur de découpe et de conditionnement</b></p></p> <p>Vous souhaitez intégrer un groupe en pleinecroissance, solide et pérenne, rejoignez la société SNV Fourmis, 900 salariés, spécialisée dansla transformation de volailles. SNV est une filiale du groupeagroalimentaire LDC connu pour ses marques Loué, Le Gaulois, Maître Coq, Marieet Traditions d'Asie. </p> <p>Rattaché(e) au Directeur adjoint, vous assurez la production de votreatelier en respectant les délais, qualité, quantités et coûts. </p> <p>A ce titre : </p> <li>Vous planifiez,ordonnancez la production en terme humain et matériel sur la base du planningdes ventes et de l'équilibre matière et intégrez les aléas.<br/></li><li>Vous mettezen place et suivez les indicateurs pour atteindre les objectifs de production(productivité, rendements).<br/></li><li>Vous faitesrespecter le cahier des charges, la réglementation et les procédures en matièred'hygiène, de sécurité et environnement. Vous organisez la maintenance 1erniveau.<br/></li><li>Vousparticipez à l’élaboration du plan de progrès et mettez en œuvre les actionscorrespondantes validées.<br/></li> <p> En qualité de responsable :</p> <li>Vousmaîtrisez et faites appliquer les consignes et procédures. Vous fixez desobjectifs et évaluez les résultats de vos collaborateurs.<br/></li><li>Vous animezles équipes avec ou sans lien hiérarchique afin d'établir une dynamique degroupe. Vous faites le lien avec les interlocuteurs internes, externes.<br/></li><li>Vouspermettez le développement individuel de vos collaborateurs par la connaissancedes équipes et l'anticipation des besoins en compétences : vous formez,accompagnez et évaluez les compétences.<br/></li><li>Vousplanifiez, pilotez et coordonnez des activités transversales ou liées à unprojet (environnement, moyens, ressources…) en mobilisant un groupe depersonnes avec ou sans lien hiérarchique.</li> <p><p><b>Profil de candidat recherché :</b></p></p> <p>Issu(e) d'une formation supérieure type management de la production, spécialisée en agroalimentaire, vous justifiez d'uneexpérience professionnelle sur un poste similaire d'au moins 2 ans.</p> <p>Vous partagez les valeurs portées par leGroupe : Travail, Innovation, Responsabilité, Respect, Performance etSimplicité. Rejoignez-nous ! www.ldc.fr</p> <p>Vos compétences, votre mobilité et votreimplication vous ouvriront des perspectives de carrière au sein du groupe LDC.</p> <p><b>La rémunération</b></p> <p>La rémunération proposée pour ce poste secompose d'un salaire fixe (x 13) + Intéressement +Participation aux bénéfices + Plan d’Epargne Entreprise…</p> <p><p><b> Compétences : </b></p></p> <li>Organisation</li> <li>Relationnel</li> <li>Coopération</li>",Doubs,25,D1509
responsable de secteur,Responsable de Secteur - Jussey/Gray/Dampierre sur Salon/Gy H/F,Groupama Grand Est,"Franche-Comté, Bourgogne-Franche-Comté, FR",Linkfinance,dd6bad29f4f9,2020-07-03,"Replaçons le contexte !

Groupama Grand Est est l'une des 9 caisses régionales du groupe Groupama :

Notre rayonnement : Nous sommes répartis sur 12 départements, de la Franche-Comté à l'Alsace et la Lorraine en passant par la Côte-D'Or et la Haute-Marne.

Notre équipe de choc : 1500 collaborateurs et 4500 élus mutualistes au plus proche de nos 400 000 sociétaires !

Notre réussite : Nous sommes aujourd'hui la première caisse régionale de France avec plus de 90% de clients satisfaits, du jamais vu ! 



Notre mission 

Côté sociétaire : Leur satisfaction !

- Offrir une qualité de service inégalable/unique grâce à notre proximité géographique et humaine.
- Être à l'écoute et conseiller nos sociétaires de manière continue, dans le respect et la bienveillance.
- Assurer un accompagnement et un suivi réactif et efficace.

En bref, à Groupama Grand Est il y a de quoi s'épanouir !


Côté candidat : Votre épanouissement !

- Proposer à nos collaborateurs différentes perspectives d'évolution avec un accompagnement personnalisé grâce à votre manager et RH de proximité
- Offrir un environnement de travail serein et adapté à votre poste
- Un parcours de formation adapté à votre besoin

En résumé : Nous vous attendons pour nous accompagner dans notre croissance, contribuer à la réussite de notre entreprise et enrichir nos équipes passionnées et talentueuses.



Description du poste

Nous recherchons le futur manager de notre équipe terrain !

Votre rôle est de coacher votre équipe et de les accompagner tout en leur apportant sens et implication au quotidien !

Votre mission

- Manager, accompagner et animer vos équipes de conseillers commerciaux multi-marchés
- Élaborer et suivre les plans d'actions commerciales de votre secteur
- Participer de manière active à la vie de l'Entreprise et du réseau institutionnel
- Être garant des objectifs fixés à votre secteur
- Appliquer les processus et la politique de l'entreprise afin d'assurer la qualité de nos prestations clients

Le candidat idéal sera…

- Fort d'une expérience dans le domaine du management commercial
- Soucieux de développer les compétences de son équipe
- Doté d'un excellente sens relationnel et rédactionnel, avec des qualités d'écoute exceptionnelles
- Ambitieux et ultra-dynamique
- Autonome, rigoureux et organisé
- Doté d'une grande pédagogie et capable de fédérer ses équipes
- Un négociateur né


Nous sommes votre employeur idéal si vous aimez…

- Le management de proximité, horizontal et responsabilisant
- L'autonomie, les prises d'initiatives et les challenges
- L'idée de faire partie d'une aventure palpitante, et qui dure !


Bon à savoir ! Chez Groupama Grand Est, nous avons…

- La meilleure mutuelle du monde : La nôtre ! 
- Un restaurant d'entreprise et une participation de l'employeur
- Des tickets restaurant 
- Les frais de transports pris en charge à 50%
- Des lieux de pause conviviaux 
- Un plan d'épargne entreprise avantageux
- Une école de formation interne


Cela vous correspond ? Cela vous tente ? Alors postulez dès maintenant et donnez le meilleur de vous-même !...",Doubs,25,D1509
responsable de secteur,Responsable de secteur - pontarlier/frasne/mouthe/hopitaux neufs H/F,Linkfinance,"Doubs, Franche-Comté, FR",Linkfinance,b9ebc9c25252,2020-07-06,"Replaçons le contexte !Groupama Grand Est est l'une des 9 caisses régionales du groupe Groupama :Notre rayonnement : Nous sommes répartis sur 12 départements, de la Franche-Comté à l'Alsace et la Lorraine en passant par la Côte-D'Or et la Haute-Marne.Notre équipe de choc : 1500 collaborateurs et 4500 élus mutualistes au plus proche de nos 400 000 sociétaires !Notre réussite : Nous sommes aujourd'hui la première caisse régionale de France avec plus de 90% de clients satisfaits, du jamais vu ! Notre mission Côté sociétaire : Leur satisfaction !- Offrir une qualité de service inégalable/unique grâce à notre proximité géographique et humaine.- Être à l'écoute et conseiller nos sociétaires de manière continue, dans le respect et la bienveillance.- Assurer un accompagnement et un suivi réactif et efficace.En bref, à Groupama Grand Est il y a de quoi s'épanouir !Côté candidat : Votre épanouissement !- Proposer à nos collaborateurs différentes perspectives d'évolution avec un accompagnement personnalisé grâce à votre manager et RH de proximité- Offrir un environnement de travail serein et adapté à votre poste- Un parcours de formation adapté à votre besoinEn résumé : Nous vous attendons pour nous accompagner dans notre croissance, contribuer à la réussite de notre entreprise et enrichir nos équipes passionnées et talentueuses.Description du posteNous recherchons le futur manager de notre équipe terrain !Votre rôle est de coacher votre équipe et de les accompagner tout en leur apportant sens et implication au quotidien !Votre mission- Manager, accompagner et animer vos équipes de conseillers commerciaux multi-marchés- Élaborer et suivre les plans d'actions commerciales de votre secteur- Participer de manière active à la vie de l'Entreprise et du réseau institutionnel- Être garant des objectifs fixés à votre secteur- Appliquer les processus et la politique de l'entreprise afin d'assurer la qualité de nos prestations clientsLe candidat idéal sera…- Fort d'une expérience dans le domaine du management commercial- Soucieux de développer les compétences de son équipe- Doté d'un excellente sens relationnel et rédactionnel, avec des qualités d'écoute exceptionnelles- Ambitieux et ultra-dynamique- Autonome, rigoureux et organisé- Doté d'une grande pédagogie et capable de fédérer ses équipes- Un négociateur néNous sommes votre employeur idéal si vous aimez…- Le management de proximité, horizontal et responsabilisant- L'autonomie, les prises d'initiatives et les challenges- L'idée de faire partie d'une aventure palpitante, et qui dure !Bon à savoir ! Chez Groupama Grand Est, nous avons…- La meilleure mutuelle du monde : La nôtre ! - Un restaurant d'entreprise et une participation de l'employeur- Des tickets restaurant - Les frais de transports pris en charge à 50%- Des lieux de pause conviviaux - Un plan d'épargne entreprise avantageux- Une école de formation interneCela vous correspond ? Cela vous tente ? Alors postulez dès maintenant et donnez le meilleur de vous-même !",Doubs,25,D1509
responsable de secteur,RESPONSABLE DE SECTEUR H/F,Groupe Onet,"null, Bourgogne-Franche-Comté, FR",Groupe Onet,b39038ab8547,2020-07-07,"Description du posteONET, des énergies et des ressources pour vous accompagner dans un monde plus sain et plus fiable. » ONET fédère autour des valeurs « respect, écoute, audace », plus de 72 000 collaborateurs en France et à l’international. Notre positionnement innovant, allié à notre culture d’entreprise et notre esprit d’équipe nous vaut d’être les référents sur chacun de nos métiers.Rattaché(e) au Directeur d’agence, vous serez responsable d'un portefeuille de clients pour nos prestations de nettoyage et de multiservices.A ce titre, vous mènerez les missions suivantes : Management : animation des équipes et secteurs placés sous votre responsabilité, étant garant de la pérennité du climat socialTechnique : Organisation et gestion du chantier (personnel, matériel, produits, horaires de travail) dans le souci du respect des cahiers des chargesCommercial : Contact permanent avec le client pour assurer sa satisfaction, promotion et réalisation de devis de travaux supplémentaires et exceptionnelsGestion / Administration : Analyse et synthèse des bilans de chantier avec le Directeur d’AgenceGestion ressources humaines : Gestion du processus de recrutement, de l’administration du personnel et de la formation des agents, contrôle et gérance des pointagesHygiène / sécurité : Participation à l’établissement des plans de prévention, suivi des habilitations, respect des procédures Profil Issu(e) d'une formation de type Bac +2, vous justifiez d'une expérience probante en gestion, supervision de chantiers et encadrement d'équipes. Idéalement une connaissance de l’environnement médical. Vous êtes reconnu(e) pour vos qualités relationnelles, votre sens du travail en équipe et votre sens des responsabilités et du résultat. Vos capacités prendre des décisions vous permettront de réussir ce poste. Type de contratDurée indéterminée Statut du posteMaitrise Rémunération Affichée27k€",Doubs,25,D1509
responsable de secteur,Responsable de secteur H/F,Senior Compagnie,"Dole, Franche-Comté, FR",Groupe Zephyr,325b3e45f468,2020-07-03,"<p><b>Senior Compagnie Dole</b>, agence faisant partir d’un réseau national de services aux personnes en perte d’autonomie, est aujourd’hui à la recherche d’un <b>Responsable de Secteur H/F, </b>afin de répondre à un développement important de notre activité.</p> <p><b>MISSIONS :</b></p><p><b>Assurer le développement commercial :</b></p><p>– Le Responsable de Secteur doit développer l’activité, en assurant le lien avec les partenaires et effectuer des actions de prospection.</p><p>– Effectuer les évaluations bénéficiaire au domicile et organiser des projets individualisés d’aide à domicile en tenant compte de la situation actuelle du client et de son évolution future. Signature de contrat.</p><p>– Facturer les clients et organismes financier.</p> <p><b>– Ressources Humaines</b></p><p>– recrutement de son équipe.</p><p>– Gérer les dossiers administratifs (clients).</p> <p><b>– Manager son équipe</b></p><p>– Gérer des plannings (clients, intervenants).</p><p>– Coordonner l’équipe administrative et d’intervenant et s’assurer de la réalisation des diverses taches déléguées.</p><p>– Assurer la coordination et le bon déroulement des prestations.</p> <p><b>– Profil :</b></p><p>– De formation Bac +2 minimum dans le domaine sanitaire et social ou médico-social</p><p>-Vous êtes très à l’aise avec l’outil informatique.</p><p>-Véritable manager, vous gérerez une équipe de 45 salariés, épaulé(e) d’une assistante de secteur.</p><p>– Vous avez au moins 1 an d’expérience dans le domaine.</p><p>– Doté(e) d’un très bon sens relationnel, organisé (e), rigueur, avec l’esprit commercial.</p><p>– La connaissance du logiciel Apologic est un plus</p><p>– Permis B obligatoire</p> <p><b>– Contrat : CDI Temps plein 35H + telephone . Salaire fixe plus variable. 22K€-26K€/an. Lieu de travail : DOLE</b></p>",Doubs,25,D1509
promoteur des ventes,Promoteur des ventes – findus F/H,Actiale,"Valence, Auvergne-Rhône-Alpes, FR",We Recruit,e5d1fca597c5,2020-07-06,"L'entrepriseNous accompagnons de nombreuses marques de grande consommation, dans la valorisation de leurs produits en point de vente. 
Pour accompagner le développement de nos partenariats clients, nous recherchons des personnes  attirées  par le dynamisme de l’univers de la grande distribution pour des postes de commerciaux, animateurs, merchandiseurs.
Si la vente, la valorisation du produit,  l’atteinte des objectifs et les défis personnels sont vos moteurs au quotidien, postulez dès maintenant pour rejoindre une équipe professionnelle, active et motivée, soucieuse des valeurs humaines.Description du posteNous recherchons, pour l’un de nos clients spécialisé dans les surgelés, 1 promoteur des ventes (H/F) sur le secteur de Valence-Grenoble
Type de Contrat : CDD du 7 septembre au 13 novembre 2020
Formation sur l’île-De-France les 7 et 8 septembre 2020
Votre mission consiste à :

 Augmenter la DN sur les principales références de      la marque
 Assurer la présence des innovations en fonction      des typologies de point de vente. 
 Assurer les implantations, réimplantations et      recadrages
 Assurer un reporting qualitatif et quantitatif      via vos tablettes suivant le rythme demandé dans le cadre de la mission

Conditions :
Salaire : 2117,5€ bruts (Précarité + CP inclus) + prime d’objectif mensuelle de 150 euros
Frais de vie
Déjeuner : Forfait 12€ et maxi 19 € au réel (sur justificatifs)
Autres frais professionnels : remboursement au réel (sur justificatifs)
Package : Voiture société / Tablette connectée / participation forfait téléphone portableProfil recherchéDe formation bac + 2 à dominante commerciale, Homme ou Femme de terrain, dynamique et enthousiaste.
Une première expérience dans l’univers de la grande distribution est impérative. Connaitre l’univers Surgelé est un réel plus.
Vous savez restituer une argumentation produit simple.
Organisation, rigueur et autonomie seront les atouts majeurs de votre réussite dans le cadre de l’organisation de votre activité
La maîtrise de l’outil informatique (pack office) est requise
Autres : Permis B depuis au moins 2 ans",Drôme,26,M1706
responsable de secteur,RESPONSABLE DE SECTEUR EN CDD H/F,Alého Solution Emploi,"Évreux, Normandy, FR",Direct Emploi,2d8a3ab46922,2020-07-04,"Notre cabinet ALEHO Solution Emploi de Vernon, recrute pour son client en milieu associatif spécialisé dans l&#39;insertion et l&#39;aide à la personne :                            RESPONSABLE DE SECTEUR EN CDD H/FSous la responsabilité de la coordinatrice PA/PH vos missions sont les suivantes :- Animer, gérer, coordonner une équipe de personnel d&#39;intervention sur un secteur géographique- Analyser la demande et proposer au demandeur le service le mieux adapté à ses besoins- Assurer avec l&#39;encadrement le développement du secteur- Evaluer les besoins du bénéficiaire au domicile : évaluation de la situation, élaboration du plan d&#39;aide personnalisé, établir un diagnostic- Veiller au bon déroulement du plan d&#39;aide en coopération avec les équipes médico-sociales intervenant chez le bénéficiaire- Organiser les interventions des intervenants à domicile dans le respect de la législation du travail en lien avec l&#39;assistant(e) technique- Veiller au respect de la qualité des prestations- Contrôler la télégestion sur le logiciel métierATTRIBUTIONS PRINCIPALES : - Visite à domicile - Evaluation de la demande et des besoins du demandeur- Collecte l&#39;ensemble des éléments administratifs (identité, financement)- Gestion des plannings en lien avec l&#39;assistante technique de secteur- Gestion de la modulationAssurer le lien avec les partenaires et les financeurs.En conclusion, vous avez le goût de la dynamique associative alors n&#39;attendez plus et envoyez-nous votre candidature ! ",Eure,27,D1509
promoteur des ventes,Promoteur des ventes Ducros/Vahiné/TK renfort H/F basé à Lorient/ Quimperlé,McCormick Retail Services,"Quimperlé, Brittany, FR",Beetween,8f64351bd608,2020-07-06,"SociétéIntégrez McCormick Retail Services et venez participer au développement de nos marques iconiques Ducros, Vahiné et Thai Kitchen !
Notre métier s’articule autour d’un service optimum à nos clients distributeurs, du déploiement de notre stratégie commerciale à l’optimisation du linéaire en passant par le développement des ventes.
Depuis plus de 35 ans, notre force de vente assure un maillage de près de 4500 points de ventes hypermarchés et supermarchés.
Forts d’un savoir-faire unique, la qualité de service est au cœur de chacune de nos actions, tout comme le respect et la diversité que nous avons à cœur de promouvoir au sein de nos équipes. Rejoignez-nous et partagez nos valeurs de confiance, d’engagement et d’efficacité !MissionNous recherchons un Promoteur des ventes H/F en CDD du 03/08/2020 au 28/08/2020 basé à Lorient / Quimperlé pour visiter un parc de magasins hypermarchés et supermarchés en renfort de l&#39;équipe.
Votre mission principale sera d&#39;optimiser la présence des produits DUCROS, VAHINE, THAI KITCHEN chez nos clients GMS, que ce soit à l&#39;intérieur de nos meubles ou en promotion et notamment :
Montage de TGMerchandisingThéâtralisation de nos rayonsRéassortPréconisation de commandeReporting de votre activitéProfilVous êtes idéalement titulaire d&#39;un Bac&#43;2, Bac &#43;3 spécialisation Vente ou Commerce.
Vous disposez d&#39;une première expérience dans l&#39;univers de la GMS, en magasin ou dans une force de vente.
Vous êtes dynamiqueVous avez le sens des responsabilitésVous êtes autonome.Vous avez un excellent contact clientVous disposez du permis B.
Rémunération attractive : fixe brut mensuel de 1 648€ brut mensuel &#43; variable sur objectif
Frais de vie au forfait, véhicule et tablette.",Finistère,29,M1706
promoteur des ventes,Promoteur des ventes – findus F/H,Actiale,"Brest, Brittany, FR",We Recruit,51aa2eeb564a,2020-07-01,"L'entrepriseNous accompagnons de nombreuses marques de grande consommation, dans la valorisation de leurs produits en point de vente. 
Pour accompagner le développement de nos partenariats clients, nous recherchons des personnes  attirées  par le dynamisme de l’univers de la grande distribution pour des postes de commerciaux, animateurs, merchandiseurs.
Si la vente, la valorisation du produit,  l’atteinte des objectifs et les défis personnels sont vos moteurs au quotidien, postulez dès maintenant pour rejoindre une équipe professionnelle, active et motivée, soucieuse des valeurs humaines.Description du posteNous recherchons, pour l’un de nos clients spécialisé dans les surgelés, 1 promoteur des ventes (H/F) sur Brest.
Type de Contrat : CDD de mi-septembre à mi-novembre 2020
Votre mission consiste à :

 Augmenter la DN sur les principales références de      la marque
 Assurer la présence des innovations en fonction      des typologies de point de vente. 
 Assurer les implantations, réimplantations et      recadrages
 Assurer un reporting qualitatif et quantitatif      via vos tablettes suivant le rythme demandé dans le cadre de la mission

Conditions :
Salaire : 2117,5€ bruts (Précarité + CP inclus) + prime d’objectif mensuelle de 150 euros
Frais de vie
Déjeuner : Forfait 12€ et maxi 19 € au réel (sur justificatifs)
Autres frais professionnels : remboursement au réel (sur justificatifs)
Package : Voiture société / Tablette connectée / participation forfait téléphone portableProfil recherchéDe formation bac + 2 à dominante commerciale, Homme ou Femme de terrain, dynamique et enthousiaste.
Une première expérience dans l’univers de la grande distribution est impérative. Connaitre l’univers Surgelé est un réel plus.
Vous savez restituer une argumentation produit simple.
Organisation, rigueur et autonomie seront les atouts majeurs de votre réussite dans le cadre de l’organisation de votre activité
La maîtrise de l’outil informatique (pack office) est requise
Autres : Permis B depuis au moins 2 ans",Finistère,29,M1706
